No.;Ticker;Company;Sector;Industry;Country;Market Cap;P/E;Price;Change;Volume
5051;RJET;Republic Airways Holdings Inc.;Services;Regional Airlines;USA;277.65;;5.72;-1.72%;242582
5052;RJF;Raymond James Financial Inc.;Financial;Investment Brokerage - Regional;USA;5292.18;17.22;38.23;-0.49%;515098
5053;RJI;ELEMENTS Rogers Intl Commodity ETN;Financial;Exchange Traded Fund;USA;73.1;;8.62;-0.12%;276698
5054;RJN;ELEMENTS Rogers Intl Commodity Engy ETN;Financial;Exchange Traded Fund;USA;;;6.51;-0.08%;10887
5055;RJZ;ELEMENTS Rogers Intl Commodity Metal ETN;Financial;Exchange Traded Fund;USA;;;10.7;0.19%;115940
5056;RKH;Market Vectors Bank and Brokerage ETF;Financial;Exchange Traded Fund;USA;;;45.45;0.11%;79540
5057;RKT;Rock-Tenn Co.;Consumer Goods;Packaging & Containers;USA;4952.09;20.18;69.63;-0.14%;199450
5058;RKUS;Ruckus Wireless, Inc.;Technology;Computer Based Systems;USA;1617.5;84.42;21.95;10.08%;488312
5059;RL;Ralph Lauren Corporation;Consumer Goods;Textile - Apparel Clothing;USA;13571.63;20.92;148.34;1.58%;1063715
5060;RLD;RealD Inc.;Services;Movie Production, Theaters;USA;555.25;89.92;10.79;3.85%;342234
5061;RLGT;Radiant Logistics, Inc.;Services;Air Delivery & Freight Services;USA;46.59;35.25;1.41;-0.70%;28535
5062;RLGY;Realogy Holdings Corp.;Financial;Property Management;USA;5722.38;;42.03;2.01%;1169118
5063;RLH;Red Lion Hotels Corporation;Services;Lodging;USA;144.75;;7.45;-1.84%;63916
5064;RLI;RLI Corp.;Financial;Property & Casualty Insurance;USA;1355.75;12.6;63.89;-0.36%;56114
5065;RLJ;RLJ Lodging Trust;Financial;REIT - Hotel/Motel;USA;2031.8;79.42;19.06;-0.47%;438129
5066;RLJE;RLJ Entertainment, Inc.;Services;Business Services;USA;63.37;;4.75;0.42%;1000
5067;RLOC;ReachLocal, Inc.;Services;Advertising Agencies;USA;370.92;650.5;13.01;-0.23%;58011
5068;RLOG;Rand Logistics, Inc.;Services;Shipping;USA;109.39;205.67;6.17;-2.68%;56514
5069;RLY;SPDR SSgA Multi-Asset Real Return ETF;Financial;Exchange Traded Fund;USA;;;30.5;-0.68%;7867
5070;RM;Regional Management Corp.;Financial;Credit Services;USA;201.09;8.05;16.1;0.44%;12548
5071;RMB;Guggenheim Yuan Bond;Financial;Exchange Traded Fund;USA;;;25.06;0.44%;7600
5072;RMBS;Rambus Inc.;Technology;Semiconductor- Memory Chips;USA;544.42;;4.91;-1.60%;581882
5073;RMCF;Rocky Mountain Chocolate Factory Inc.;Consumer Goods;Confectioners;USA;63.83;16.75;10.55;-1.40%;10269
5074;RMD;ResMed Inc.;Healthcare;Medical Appliances & Equipment;USA;5897.76;22.04;41.22;0.22%;571688
5075;RMKR;Rainmaker Systems Inc.;Services;Management Services;USA;18.76;;0.69;-5.48%;95092
5076;RMT;Royce Micro-Cap Trust, Inc.;Financial;Closed-End Fund - Equity;USA;287.64;;9.24;-0.54%;113502
5077;RMTI;Rockwell Medical Technologies Inc.;Healthcare;Medical Appliances & Equipment;USA;170.19;;7.99;1.52%;37059
5078;RNDY;Roundy's, Inc.;Services;Grocery Stores;USA;197.21;5.08;4.32;-0.46%;335747
5079;RNE;Morgan Stanley Eastern Europe Fund Inc;Financial;Closed-End Fund - Foreign;USA;69.83;3.26;16.95;0.06%;17717
5080;RNET;RigNet, Inc.;Technology;Diversified Communication Services;USA;315.95;32.5;20.15;0.65%;16667
5081;RNF;Rentech Nitrogen Partners, L.P.;Basic Materials;Agricultural Chemicals;USA;1457.72;17.64;37.57;-0.32%;165476
5082;RNIN;Wireless Ronin Technologies Inc.;Technology;Business Software & Services;USA;9.91;;2.15;-11.89%;9484
5083;RNN;Rexahn Pharmaceuticals, Inc.;Healthcare;Biotechnology;USA;33.44;;0.29;0.72%;192750
5084;RNO;Rhino Resource Partners LP;Basic Materials;Nonmetallic Mineral Mining;USA;376.3;15.96;13.57;-0.73%;78141
5085;RNP;Cohen & Steers REIT & Preferred Income Fund Inc.;Financial;Closed-End Fund - Equity;USA;813.03;9.66;16.91;0.06%;104802
5086;RNR;RenaissanceRe Holdings Ltd.;Financial;Property & Casualty Insurance;Bermuda;3863.88;6.8;80.23;0.50%;481318
5087;RNST;Renasant Corp.;Financial;Regional - Southeast Banks;USA;469.49;18.69;18.69;-0.90%;34458
5088;RNWK;RealNetworks Inc.;Technology;Application Software;USA;264.3;6.76;7.5;-0.79%;27229
5089;ROC;Rockwood Holdings, Inc.;Basic Materials;Specialty Chemicals;USA;3821.23;9.19;48.79;0.04%;362909
5090;ROCK;Gibraltar Industries, Inc.;Basic Materials;Steel & Iron;USA;472.76;49.9;15.47;-0.19%;56577
5091;ROCM;Rochester Medical Corp.;Healthcare;Medical Instruments & Supplies;USA;123.46;59.82;10.17;2.11%;29358
5092;ROG;Rogers Corporation;Consumer Goods;Rubber & Plastics;USA;810.42;12.34;48.85;1.35%;48889
5093;ROIA;Radio One Inc.;Services;Broadcasting - Radio;USA;37.58;;0.75;-1.18%;5234
5094;ROIAK;Radio One Inc.;Services;Broadcasting - Radio;USA;39.09;;0.78;6.85%;7600
5095;ROIC;Retail Opportunity Investments Corp.;Financial;REIT - Retail;USA;682.67;75.88;12.9;1.02%;211611
5096;ROK;Rockwell Automation Inc.;Industrial Goods;Industrial Electrical Equipment;USA;11526.51;16.13;82.74;0.12%;558925
5097;ROL;Rollins Inc.;Services;Business Services;USA;3209.96;29.31;21.98;-0.45%;218722
5098;ROLA;iPath Long Extended Russell 1000 TR ETN;Financial;Exchange Traded Fund;USA;;;75;0.00%;0
5099;ROLL;RBC Bearings Inc.;Industrial Goods;Machine Tools & Accessories;USA;1139.73;18.43;50.12;1.54%;93698
5100;ROM;ProShares Ultra Technology;Financial;Exchange Traded Fund;USA;;;69.49;0.22%;33158
5101;ROMA;Roma Financial Corp.;Financial;Savings & Loans;USA;451.47;106.43;14.9;-0.93%;35209
5102;ROOF;IQ U.S. Real Estate Small Cap ETF;Financial;Exchange Traded Fund;USA;;;22.39;-0.89%;14633
5103;ROP;Roper Industries Inc.;Industrial Goods;Diversified Machinery;USA;10825.38;23.67;110.07;0.32%;222765
5104;ROSE;Rosetta Resources, Inc.;Basic Materials;Independent Oil & Gas;USA;2343.28;15.82;44.6;0.09%;440594
5105;ROSG;Rosetta Genomics, Ltd.;Healthcare;Diagnostic Substances;Israel;10.42;;4.27;-3.61%;126641
5106;ROST;Ross Stores Inc.;Services;Apparel Stores;USA;11817.27;16.05;53.14;1.43%;2218093
5107;ROVI;Rovi Corporation;Technology;Multimedia & Graphics Software;USA;1581.6;;15.29;-1.61%;530443
5108;ROX;Castle Brands Inc.;Consumer Goods;Beverages - Wineries & Distillers;USA;29.3;;0.27;3.85%;217925
5109;ROYL;Royale Energy Inc.;Basic Materials;Independent Oil & Gas;USA;33.29;;2.98;-2.30%;110439
5110;ROYT;Pacific Coast Oil Trust;Financial;Asset Management;USA;646.22;19.71;16.75;-2.50%;205074
5111;RP;RealPage, Inc.;Technology;Application Software;USA;1626.27;1078;21.56;0.19%;265786
5112;RPAI;Retail Properties of America, Inc.;Financial;REIT - Diversified;USA;2756.15;;11.95;0.42%;967996
5113;RPG;Rydex S&P 500 Pure Growth;Financial;Exchange Traded Fund;USA;100.27;;48.91;0.02%;44067
5114;RPI;Roberts Realty Investors Inc.;Financial;REIT - Retail;USA;13.19;;1.24;7.83%;1832
5115;RPM;RPM International Inc.;Basic Materials;Specialty Chemicals;USA;3831.12;21.94;28.96;-0.99%;590855
5116;RPRX;Repros Therapeutics Inc.;Healthcare;Biotechnology;USA;266.73;;15.58;2.03%;195146
5117;RPT;Ramco-Gershenson Properties Trust;Financial;REIT - Retail;USA;648.38;;13.59;-0.22%;244906
5118;RPTP;Raptor Pharmaceuticals Corp.;Healthcare;Drug Manufacturers - Major;USA;273.24;;5.28;0.96%;464725
5119;RPV;Rydex S&P 500 Pure Value;Financial;Exchange Traded Fund;USA;99.92;;33.87;-0.47%;32202
5120;RPX;Columbia Growth Equity Strategy Fund;Financial;Exchange Traded Fund;USA;;;30.15;0.10%;28000
5121;RPXC;RPX Corporation;Services;Business Services;USA;459.18;13.28;9.03;1.12%;167221
5122;RQI;Cohen & Steers Quality Income Realty Fund Inc.;Financial;Closed-End Fund - Equity;USA;1112.1;9.28;10.11;0.00%;324800
5123;RRC;Range Resources Corporation;Basic Materials;Independent Oil & Gas;USA;10240.81;;62.97;0.19%;895085
5124;RRD;R.R. Donnelley & Sons Company;Services;Business Services;USA;1577.63;;8.75;-1.13%;2837306
5125;RRGB;Red Robin Gourmet Burgers Inc.;Services;Restaurants;USA;491.91;20.67;34.52;-0.40%;94512
5126;RRGR;AdvisorShares Global Alpha & Beta ETF;Financial;Exchange Traded Fund;USA;;;26.17;0.00%;0
5127;RRMS;Rose Rock Midstream, L.P.;Basic Materials;Major Integrated Oil & Gas;USA;511.79;;30.5;-0.03%;7300
5128;RRST;RRSat Global Communications Network Ltd.;Technology;Diversified Communication Services;Israel;109.65;22.57;6.32;0.32%;2390
5129;RRTS;Roadrunner Transportation Systems, Inc.;Services;Air Delivery & Freight Services;USA;532.2;15.77;17.19;-0.35%;44516
5130;RS;Reliance Steel & Aluminum Co.;Industrial Goods;Metal Fabrication;USA;4627.29;11.82;61.24;-0.49%;406899
5131;RSE;Rouse Properties, Inc.;Financial;Property Management;USA;837.25;;17;1.80%;157416
5132;RSG;Republic Services, Inc.;Industrial Goods;Waste Management;USA;10762.3;17.16;29.51;-0.17%;1073392
5133;RSH;RadioShack Corp.;Services;Electronics Stores;USA;219.03;;2.2;-3.08%;3667965
5134;RSO;Resource Capital Corp.;Financial;REIT - Retail;USA;564.7;9.67;5.61;-3.61%;1299999
5135;RSOL;Real Goods Solar, Inc.;Industrial Goods;General Building Materials;USA;17.88;;0.67;-11.84%;26200
5136;RSP;Rydex S&P 500 Equal Weight;Financial;Exchange Traded Fund;USA;3026.76;;52.86;-0.21%;653737
5137;RST;Rosetta Stone, Inc.;Technology;Multimedia & Graphics Software;USA;253.59;;11.99;-2.91%;46230
5138;RSTI;Rofin-Sinar Technologies Inc.;Technology;Scientific & Technical Instruments;USA;601.41;17.84;21.41;0.71%;71158
5139;RSU;Rydex 2x S&P 500;Financial;Exchange Traded Fund;USA;;;51.03;0.04%;19795
5140;RSW;Rydex Inverse 2x S&P 500;Financial;Exchange Traded Fund;USA;;;22.33;0.54%;75550
5141;RSX;Market Vectors Russia ETF;Financial;Exchange Traded Fund;USA;;;29.28;1.24%;4363905
5142;RSXJ;Market Vectors Russia Small-Cap ETF;Financial;Exchange Traded Fund;USA;;;14.85;1.78%;1953
5143;RSYS;RadiSys Corporation;Technology;Computer Based Systems;USA;79.07;;2.79;1.82%;43610
5144;RT;Ruby Tuesday, Inc.;Services;Restaurants;USA;509.2;;8;0.00%;215019
5145;RTEC;Rudolph Technologies Inc.;Technology;Scientific & Technical Instruments;USA;426.24;20.28;13.18;0.23%;143685
5146;RTH;Market Vectors Retail ETF;Financial;Exchange Traded Fund;USA;;;43.34;-0.05%;108329
5147;RTI;RTI International Metals, Inc.;Services;Industrial Equipment Wholesale;USA;818.61;49.98;26.99;-0.33%;112503
5148;RTIX;RTI Biologics, Inc.;Healthcare;Medical Appliances & Equipment;USA;234.47;27.93;4.19;-1.64%;59961
5149;RTK;Rentech, Inc.;Basic Materials;Chemicals - Major Diversified;USA;572;259;2.59;-0.38%;1501159
5150;RTL;iShares FTSE NAREIT Retail Cp Idx;Financial;Exchange Traded Fund;USA;;;35.06;0.40%;4782
5151;RTLA;iPath Long Extended Russell 2000 TR ETN;Financial;Exchange Traded Fund;USA;;;73.33;-2.75%;341
5152;RTLX;Retalix Ltd.;Technology;Application Software;Israel;726.62;53.95;29.67;0.17%;108636
5153;RTM;Rydex S&P Equal Weight Materials;Financial;Exchange Traded Fund;USA;;;63.85;-1.39%;1072
5154;RTN;Raytheon Co.;Industrial Goods;Aerospace/Defense - Major Diversified;USA;19066.49;9.91;57.8;0.85%;1834061
5155;RTR;RevenueShares ADR;Financial;Exchange Traded Fund;USA;;;34.96;-1.88%;300
5156;RUE;rue21, Inc.;Services;Apparel Stores;USA;643.25;16.2;27.05;-1.31%;260457
5157;RUK;Reed Elsevier plc;Services;Publishing - Periodicals;United Kingdom;12576.08;15.33;41.4;-0.07%;28865
5158;RUSHB;Rush Enterprises, Inc.;Services;Auto Dealerships;USA;411.16;10.85;16.92;0.65%;2800
5159;RUSL;Direxion Daily Russia Bull 3X Shares;Financial;Exchange Traded Fund;USA;;;34.45;3.95%;89090
5160;RUSS;Direxion Daily Russia Bear 3X Shares;Financial;Exchange Traded Fund;USA;186.78;;15.91;-3.52%;60807
5161;RUTH;Ruth's Hospitality Group Inc.;Services;Restaurants;USA;255.74;;7.2;-1.10%;154687
5162;RVBD;Riverbed Technology, Inc.;Technology;Networking & Communication Devices;USA;3025.48;46.81;19.66;-0.35%;2042130
5163;RVLT;Revolution Lighting Technologies, Inc.;Technology;Diversified Electronics;USA;22.76;;0.65;-1.52%;53847
5164;RVM;Revett Minerals Inc;Basic Materials;Industrial Metals & Minerals;USA;97.23;8.81;2.82;-4.41%;124957
5165;RVP;Retractable Technologies Inc.;Healthcare;Medical Instruments & Supplies;USA;22.63;;0.83;-7.78%;24464
5166;RVR;White River Capital Inc;Financial;Credit Services;USA;74.87;8.43;21.15;-0.24%;5600
5167;RVSB;Riverview Bancorp Inc.;Financial;Savings & Loans;USA;37.3;;1.66;-0.60%;6900
5168;RVT;Royce Value Trust Inc.;Financial;Closed-End Fund - Equity;USA;917.89;;13.27;-0.15%;228927
5169;RWC;RELM Wireless Corp.;Technology;Communication Equipment;USA;22.63;11.93;1.67;2.45%;3704
5170;RWG;Columbia Lg Cap Growth Equity Strat Fund;Financial;Exchange Traded Fund;USA;;;29.93;-1.25%;3300
5171;RWJ;RevenueShares Small Cap;Financial;Exchange Traded Fund;USA;158.71;;36.91;-1.02%;80911
5172;RWK;RevenueShares Mid Cap;Financial;Exchange Traded Fund;USA;138.55;;31.85;-1.03%;103361
5173;RWL;RevenueShares Large Cap;Financial;Exchange Traded Fund;USA;190.99;;26.71;-1.03%;22671
5174;RWM;ProShares Short Russell2000;Financial;Exchange Traded Fund;USA;;;24.66;0.08%;2135518
5175;RWO;SPDR Dow Jones Global Real Estate;Financial;Exchange Traded Fund;USA;;;41.92;0.34%;371255
5176;RWR;SPDR Dow Jones REIT;Financial;Exchange Traded Fund;USA;1888.75;;72.7;0.35%;175799
5177;RWT;Redwood Trust Inc.;Financial;REIT - Diversified;USA;1362.2;15.91;16.71;-0.36%;511706
5178;RWV;RevenueShares Navellier Overall A-100;Financial;Exchange Traded Fund;USA;;;39.9;0.00%;0
5179;RWW;RevenueShares Financials Sector;Financial;Exchange Traded Fund;USA;;;31.71;-1.37%;6100
5180;RWX;SPDR Dow Jones Intl Real Estate;Financial;Exchange Traded Fund;USA;1573.96;;41.16;0.32%;418297
5181;RWXL;UBS E-TRACS Mo Pay 2x DJ Intl Rl Est ETN;Financial;Exchange Traded Fund;USA;;;32.56;0.00%;0
5182;RXD;ProShares UltraShort Health Care;Financial;Exchange Traded Fund;USA;;;56.1;1.46%;1005
5183;RXI;iShares S&P Global Cons Discretionary;Financial;Exchange Traded Fund;USA;146.93;;61.22;0.57%;1387
5184;RXL;ProShares Ultra Health Care;Financial;Exchange Traded Fund;USA;;;83.42;-0.77%;8599
5185;RXN;Rexnord Corporation;Industrial Goods;Diversified Machinery;USA;2018.39;59.69;20.89;-1.46%;154020
5186;RY;Royal Bank of Canada;Financial;Foreign Regional Banks;Canada;87284.69;12.08;60.39;-0.58%;532590
5187;RYAAY;Ryanair Holdings plc;Services;Regional Airlines;Ireland;9950.4;12.33;34.39;-1.35%;373152
5188;RYE;Rydex S&P Equal Weight Energy;Financial;Exchange Traded Fund;USA;;;63.75;-0.55%;1400
5189;RYF;Rydex S&P Equal Weight Financials;Financial;Exchange Traded Fund;USA;;;29.12;-0.65%;2839
5190;RYH;Rydex S&P Equal Weight Health Care;Financial;Exchange Traded Fund;USA;;;78.47;-0.51%;2409
5191;RYJ;Guggenheim Raymond James SB-1 Equity;Financial;Exchange Traded Fund;USA;;;23.2;-0.09%;11304
5192;RYL;Ryland Group Inc.;Industrial Goods;Residential Construction;USA;1633.08;124.72;36.17;0.47%;814836
5193;RYN;Rayonier Inc.;Industrial Goods;Lumber, Wood Production;USA;6303.42;25.2;51.16;0.71%;551656
5194;RYT;Rydex S&P Equal Weight Technology;Financial;Exchange Traded Fund;USA;;;55.2;-0.05%;2139
5195;RYU;Rydex S&P Equal Weight Utilities;Financial;Exchange Traded Fund;USA;;;57.41;-0.88%;1747
5196;RZG;Rydex S&P SmallCap 600 Pure Growth;Financial;Exchange Traded Fund;USA;21.89;;54.72;-0.11%;6776
5197;RZV;Rydex S&P SmallCap 600 Pure Value;Financial;Exchange Traded Fund;USA;135.32;;42.29;-1.27%;5241
5198;S;Sprint Nextel Corp.;Technology;Wireless Communications;USA;16885.91;;5.62;1.08%;28040240
5199;SA;Seabridge Gold, Inc.;Basic Materials;Gold;Canada;801.86;;17.6;-0.45%;345572
5200;SAA;ProShares Ultra SmallCap600;Financial;Exchange Traded Fund;USA;;;53.49;0.41%;4983
5201;SAAS;inContact, Inc.;Technology;Application Software;USA;280.95;;5.32;-1.12%;164933
5202;SABA;Saba Software, Inc.;Technology;Business Software & Services;USA;250.83;;8.42;-0.12%;338262
5203;SAFM;Sanderson Farms, Inc.;Consumer Goods;Food - Major Diversified;USA;1086.94;19.55;47.32;-0.13%;277264
5204;SAFT;Safety Insurance Group Inc.;Financial;Property & Casualty Insurance;USA;701.81;13.13;45.81;-0.20%;25887
5205;SAH;Sonic Automotive Inc.;Services;Auto Dealerships;USA;1158.71;15.12;20.57;0.69%;189838
5206;SAI;SAIC, Inc.;Services;Technical Services;USA;3794.31;21.76;11.1;-0.72%;2527889
5207;SAIA;Saia, Inc.;Services;Trucking;USA;360.26;12.69;22.46;-0.09%;52010
5208;SAL;Salisbury Bancorp Inc.;Financial;Regional - Northeast Banks;USA;39.97;8.86;23.65;-0.63%;8032
5209;SALM;Salem Communications Corp.;Services;Broadcasting - Radio;USA;127.12;37.21;5.21;-0.19%;6769
5210;SAM;Boston Beer Co. Inc.;Consumer Goods;Beverages - Brewers;USA;1740.91;30.1;134.85;-0.65%;99419
5211;SAN;Banco Santander-Chile;Financial;Foreign Money Center Banks;Chile;83085.5;8.56;8.05;0.88%;2956153
5212;SAND;Sandstorm Gold Ltd.;Basic Materials;Gold;Canada;1003.04;53.18;11.7;-0.26%;187501
5213;SANM;Sanmina-SCI Corp.;Technology;Diversified Electronics;USA;878.21;4.97;10.74;0.09%;296478
5214;SANW;S&W Seed Company;Consumer Goods;Farm Products;USA;61.39;;7.8;1.04%;3985
5215;SAP;SAP AG;Technology;Application Software;Germany;99004.2;24.95;80.6;0.71%;866700
5216;SAPE;Sapient Corp.;Technology;Business Software & Services;USA;1455.27;20.69;10.55;0.09%;513199
5217;SAPX;Seven Arts Entertainment, Inc.;Services;Movie Production, Theaters;United Kingdom;0.04;;0.04;2.63%;836209
5218;SAR;Saratoga Investment Corp.;Financial;Diversified Investments;USA;61.11;3.32;15.75;1.61%;8064
5219;SARA;Saratoga Resources Inc.;Basic Materials;Independent Oil & Gas;USA;106.02;7.98;3.43;-3.38%;92849
5220;SASR;Sandy Spring Bancorp Inc.;Financial;Regional - Mid-Atlantic Banks;USA;479.08;13.84;19.24;0.58%;20434
5221;SATS;EchoStar Corp.;Technology;Communication Equipment;USA;2981.41;17.41;34.12;0.59%;67158
5222;SAVE;Spirit Airlines, Inc.;Services;Major Airlines;USA;1284.51;11.35;17.71;3.69%;934877
5223;SB;Safe Bulkers, Inc.;Services;Shipping;Greece;246.05;2.7;3.21;-3.31%;535895
5224;SBAC;SBA Communications Corp.;Services;Rental & Leasing Services;USA;8923.99;;70.59;0.24%;1480973
5225;SBB;ProShares Short SmallCap600;Financial;Exchange Traded Fund;USA;67.78;;21.45;0.75%;38704
5226;SBBX;Sussex Bancorp;Financial;Regional - Northeast Banks;USA;18.02;12.93;5.3;-1.30%;2800
5227;SBCF;Seacoast Banking Corp. of Florida;Financial;Regional - Mid-Atlantic Banks;USA;143.16;;1.51;-3.82%;113746
5228;SBGI;Sinclair Broadcast Group Inc.;Services;Broadcasting - TV;USA;1017.5;9.34;12.52;-0.16%;375219
5229;SBH;Sally Beauty Holdings Inc.;Services;Specialty Retail, Other;USA;4284.24;19.51;24;0.33%;1382067
5230;SBI;Western Asset Intermediate Muni Fund Inc.;Financial;Closed-End Fund - Debt;USA;;;10.4;-1.61%;27803
5231;SBLK;Star Bulk Carriers Corp.;Services;Shipping;Greece;32.29;;5.98;-0.50%;25785
5232;SBM;ProShares Short Basic Materials;Financial;Exchange Traded Fund;USA;;;34.3;1.30%;87880
5233;SBND;PowerShares DB 3x Sht 25+ Yr Trsy Bd ETN;Financial;Exchange Traded Fund;USA;;;7.24;-0.87%;79127
5234;SBNY;Signature Bank;Financial;Regional - Northeast Banks;USA;3258.99;19.07;70.74;-0.85%;169699
5235;SBR;Sabine Royalty Trust;Financial;Diversified Investments;USA;579.85;10.78;39.77;0.25%;153240
5236;SBRA;Sabra Health Care REIT, Inc.;Financial;REIT - Healthcare Facilities;USA;794.72;35.16;21.45;0.23%;163927
5237;SBS;Companhia de Saneamento Basico do Estado de Sao Paulo;Utilities;Foreign Utilities;Brazil;9641.05;12.21;84.63;0.89%;253863
5238;SBSA;Spanish Broadcasting System Inc.;Services;Broadcasting - Radio;USA;15.43;;2.37;0.42%;10659
5239;SBSI;Southside Bancshares Inc.;Financial;Regional - Mid-Atlantic Banks;USA;363.55;10.06;20.93;0.14%;68942
5240;SBUX;Starbucks Corporation;Services;Specialty Eateries;USA;39589.27;29.74;53.24;0.21%;4582507
5241;SBV;iPath Pure Beta S&P GSCI-Weighted ETN;Financial;Exchange Traded Fund;USA;;;41.38;0.00%;0
5242;SBW;Western Asset Worldwide Income Fund Inc.;Financial;Closed-End Fund - Debt;USA;195.15;;15;0.33%;49999
5243;SBX;SeaBright Holdings, Inc.;Financial;Surety & Title Insurance;USA;248.63;23.55;11.07;0.00%;252772
5244;SBY;Silver Bay Realty Trust Corp.;Financial;REIT - Residential;USA;698.26;;18.7;0.48%;291125
5245;SCBT;SCBT Financial Corp.;Financial;Regional - Mid-Atlantic Banks;USA;604.04;19.98;39.95;-0.45%;18682
5246;SCC;ProShares UltraShort Consumer Services;Financial;Exchange Traded Fund;USA;291.24;;39.57;-0.55%;1975
5247;SCCO;Southern Copper Corp.;Basic Materials;Copper;USA;31995.61;16.6;37.84;0.29%;1035325
5248;SCD;LMP Capital and Income Fund Inc.;Financial;Closed-End Fund - Equity;USA;244.71;;13.61;-1.38%;64994
5249;SCEI;Sino Clean Energy Inc;Basic Materials;Synthetics;China;3.34;0.14;0.14;0.00%;172415
5250;SCG;SCANA Corp.;Utilities;Electric Utilities;USA;5949.3;14.67;45.62;-0.13%;516148
5251;SCGQ;SCG Financial Acquisition Corp.;Conglomerates;Conglomerates;USA;22.59;;9.91;0.00%;0
5252;SCHA;Schwab U.S. Small-Cap ETF;Financial;Exchange Traded Fund;USA;323.45;;37.65;-0.15%;687771
5253;SCHB;Schwab U.S. Broad Market ETF;Financial;Exchange Traded Fund;USA;;;34.12;-0.12%;410480
5254;SCHC;Schwab International Small-Cap Eq ETF;Financial;Exchange Traded Fund;USA;;;26.82;0.22%;52936
5255;SCHE;Schwab Emerging Markets Equity ETF;Financial;Exchange Traded Fund;USA;;;25.97;0.50%;148836
5256;SCHF;Schwab International Equity ETF;Financial;Exchange Traded Fund;USA;;;26.93;0.41%;235265
5257;SCHG;Schwab U.S. Large-Cap Growth ETF;Financial;Exchange Traded Fund;USA;;;33.95;0.09%;126012
5258;SCHL;Scholastic Corporation;Services;Publishing - Books;USA;918.14;11.84;29;0.03%;177270
5259;SCHN;Schnitzer Steel Industries Inc.;Industrial Goods;Metal Fabrication;USA;798.86;30.57;30.26;-0.82%;175236
5260;SCHO;Schwab Short-Term U.S. Treasury ETF;Financial;Exchange Traded Fund;USA;;;50.52;0.00%;51357
5261;SCHP;Schwab U.S. TIPS ETF;Financial;Exchange Traded Fund;USA;;;58.53;-0.22%;90500
5262;SCHR;Schwab Intermediate-Term U.S. Trsy ETF;Financial;Exchange Traded Fund;USA;;;54.16;0.03%;28028
5263;SCHS;School Specialty Inc.;Services;Education & Training Services;USA;18.22;;0.95;-3.06%;263853
5264;SCHV;Schwab U.S. Large-Cap Value ETF;Financial;Exchange Traded Fund;USA;;;31.7;-0.22%;90401
5265;SCHW;The Charles Schwab Corporation;Financial;Investment Brokerage - National;USA;18119.17;21.21;14.21;-0.35%;6928676
5266;SCHX;Schwab U.S. Large-Cap ETF;Financial;Exchange Traded Fund;USA;;;33.7;-0.12%;445994
5267;SCHZ;Schwab U.S. Aggregate Bond ETF;Financial;Exchange Traded Fund;USA;;;52.33;-0.19%;93958
5268;SCI;Service Corp. International;Services;Personal Services;USA;2935.4;17.92;13.8;-1.00%;788042
5269;SCIF;Market Vectors India Small-Cap ETF;Financial;Exchange Traded Fund;USA;;;10.97;-1.08%;147243
5270;SCIL;Scientific Learning Corp.;Services;Education & Training Services;USA;12.62;;0.54;0.07%;9020
5271;SCIN;EGShares India Small Cap;Financial;Exchange Traded Fund;USA;;;14.53;-1.36%;18117
5272;SCJ;iShares MSCI Japan Small Cap Index;Financial;Exchange Traded Fund;USA;;;44.4;-0.45%;2387
5273;SCKT;Socket Mobile, Inc.;Technology;Computer Peripherals;USA;4.86;;1;0.00%;1200
5274;SCL;Stepan Company;Consumer Goods;Cleaning Products;USA;1137.91;16.11;54.76;1.44%;73329
5275;SCLN;SciClone Pharmaceuticals, Inc.;Healthcare;Drug Manufacturers - Other;USA;232.6;14.52;4.21;-4.54%;290926
5276;SCMP;Sucampo Pharmaceuticals, Inc.;Healthcare;Drug Manufacturers - Other;USA;204.1;;4.87;-0.20%;57191
5277;SCMR;Sycamore Networks Inc.;Technology;Networking & Communication Devices;USA;64.98;;2.25;-0.88%;64098
5278;SCO;ProShares UltraShort DJ-UBS Crude Oil;Financial;Exchange Traded Fund;USA;48368.44;;40.85;-0.34%;1540041
5279;SCOK;SinoCoking and Coke Chemical Industries, Inc.;Basic Materials;Nonmetallic Mineral Mining;China;25.34;5.22;1.2;-1.64%;23004
5280;SCON;Superconductor Technologies Inc.;Technology;Semiconductor - Integrated Circuits;USA;14.37;;0.29;-1.55%;365366
5281;SCOR;comScore, Inc.;Services;Business Services;USA;468.18;;13.14;0.23%;212654
5282;SCPB;SPDR Barclays Capital Short Term Corp Bd;Financial;Exchange Traded Fund;USA;;;30.71;-0.10%;233377
5283;SCPR;VelocityShares 2x Inverse Copper ETN;Financial;Exchange Traded Fund;USA;;;48.55;0.00%;0
5284;SCR;Simcere Pharmaceutical Group.;Healthcare;Drug Manufacturers - Other;China;405.85;21.42;7.71;-0.39%;5320
5285;SCS;Steelcase Inc.;Consumer Goods;Business Equipment;USA;1525.85;19.37;12.2;-1.53%;872937
5286;SCSC;ScanSource, Inc.;Technology;Technical & System Software;USA;871.8;11.94;31.53;1.35%;139516
5287;SCSS;Select Comfort Corporation;Consumer Goods;Home Furnishings & Fixtures;USA;1380.83;17.35;24.64;-0.16%;495792
5288;SCTY;SolarCity Corporation;Technology;Semiconductor - Specialized;USA;825.07;;11.29;2.26%;255007
5289;SCVL;Shoe Carnival Inc.;Services;Apparel Stores;USA;393.48;13.38;19.26;1.05%;209797
